# lambda_A, QE  (e2v CCD + Teledyne H2RG blended by a 1.0um dichroic)
1.775000000000000000e+04,8.299999968038841436e-01
1.777500000000000000e+04,8.299999969975270231e-01
1.780000000000000000e+04,8.299999971794376208e-01
1.782500000000000000e+04,8.299999973503268125e-01
1.785000000000000000e+04,8.299999975108623973e-01
1.787500000000000000e+04,8.299999976616716513e-01
1.790000000000000000e+04,8.299999978033438808e-01
1.792500000000000000e+04,8.299999979364324210e-01
1.795000000000000000e+04,8.299999980614577444e-01
1.797500000000000000e+04,8.299999981789080161e-01
1.800000000000000000e+04,8.299999982892424244e-01
1.802500000000000000e+04,8.299999983928919578e-01
1.805000000000000000e+04,8.299999984902618477e-01
1.807500000000000000e+04,8.299999985817321235e-01
1.810000000000000000e+04,8.299999986676607211e-01
1.812500000000000000e+04,8.299999987483830388e-01
1.815000000000000000e+04,8.299999988242146021e-01
1.817500000000000000e+04,8.299999988954518404e-01
1.820000000000000000e+04,8.299999989623730867e-01
1.822500000000000000e+04,8.299999990252396875e-01
1.825000000000000000e+04,8.299999990842974462e-01
1.827500000000000000e+04,8.299999991397770671e-01
1.830000000000000000e+04,8.299999991918952658e-01
1.832500000000000000e+04,8.299999992408558791e-01
1.835000000000000000e+04,8.299999992868500875e-01
1.837500000000000000e+04,8.299999993300576362e-01
1.840000000000000000e+04,8.299999993706473900e-01
1.842500000000000000e+04,8.299999994087779998e-01
1.845000000000000000e+04,8.299999994445983464e-01
1.847500000000000000e+04,8.299999994782483181e-01
1.850000000000000000e+04,8.299999995098596983e-01
1.852500000000000000e+04,8.299999995395558328e-01
1.855000000000000000e+04,8.299999995674527398e-01
1.857500000000000000e+04,8.299999995936594432e-01
1.860000000000000000e+04,8.299999996182783057e-01
1.862500000000000000e+04,8.299999996414056946e-01
1.865000000000000000e+04,8.299999996631318711e-01
1.867500000000000000e+04,8.299999996835416560e-01
1.870000000000000000e+04,8.299999997027148746e-01
1.872500000000000000e+04,8.299999997207263558e-01
1.875000000000000000e+04,8.299999997376468208e-01
1.877500000000000000e+04,8.299999997535419949e-01
1.880000000000000000e+04,8.299999997684740505e-01
1.882500000000000000e+04,8.299999997825016074e-01
1.885000000000000000e+04,8.299999997956790665e-01
1.887500000000000000e+04,8.299999998080582753e-01
1.890000000000000000e+04,8.299999998196874174e-01
1.892500000000000000e+04,8.299999998306120119e-01
1.895000000000000000e+04,8.299999998408748025e-01
1.897500000000000000e+04,8.299999998505156462e-01
1.900000000000000000e+04,8.299999998595724016e-01
1.902500000000000000e+04,8.299999998680804847e-01
1.905000000000000000e+04,8.299999998760730913e-01
1.907500000000000000e+04,8.299999998835814186e-01
1.910000000000000000e+04,8.299999998906348875e-01
1.912500000000000000e+04,8.299999998972610316e-01
1.915000000000000000e+04,8.299999999034856080e-01
1.917500000000000000e+04,8.299999999093331526e-01
1.920000000000000000e+04,8.299999999148263141e-01
1.922500000000000000e+04,8.299999999199867418e-01
1.925000000000000000e+04,8.299999999248345306e-01
1.927500000000000000e+04,8.299999999293885544e-01
1.930000000000000000e+04,8.299999999336666878e-01
1.932500000000000000e+04,8.299999999376855842e-01
1.935000000000000000e+04,8.299999999414610086e-01
1.937500000000000000e+04,8.299999999450077270e-01
1.940000000000000000e+04,8.299999999483395063e-01
1.942500000000000000e+04,8.299999999514694471e-01
1.945000000000000000e+04,8.299999999544098728e-01
1.947500000000000000e+04,8.299999999571718856e-01
1.950000000000000000e+04,8.299999999597668099e-01
1.952500000000000000e+04,8.299999999622043045e-01
1.955000000000000000e+04,8.299999999644943616e-01
1.957500000000000000e+04,8.299999999666455297e-01
1.960000000000000000e+04,8.299999999686663577e-01
1.962500000000000000e+04,8.299999999705647280e-01
1.965000000000000000e+04,8.299999999723480792e-01
1.967500000000000000e+04,8.299999999740235168e-01
1.970000000000000000e+04,8.299999999755973690e-01
1.972500000000000000e+04,8.299999999770758530e-01
1.975000000000000000e+04,8.299999999784646310e-01
1.977500000000000000e+04,8.299999999797694761e-01
1.980000000000000000e+04,8.299999999809951623e-01
1.982500000000000000e+04,8.299999999821465746e-01
1.985000000000000000e+04,8.299999999832282649e-01
1.987500000000000000e+04,8.299999999842444520e-01
1.990000000000000000e+04,8.299999999851990218e-01
1.992500000000000000e+04,8.299999999860957489e-01
1.995000000000000000e+04,8.299999999869380751e-01
1.997500000000000000e+04,8.299999999877295531e-01
2.000000000000000000e+04,8.299999999884729585e-01
2.002500000000000000e+04,8.295833333225102191e-01
2.005000000000000000e+04,8.291666666565042920e-01
2.007500000000000000e+04,8.287499999904581749e-01
2.010000000000000000e+04,8.283333333243739771e-01
2.012500000000000000e+04,8.279166666582544742e-01
2.015000000000000000e+04,8.274999999921015537e-01
2.017500000000000000e+04,8.270833333259171027e-01
2.020000000000000000e+04,8.266666666597032309e-01
2.022500000000000000e+04,8.262499999934617145e-01
2.025000000000000000e+04,8.258333333271944410e-01
2.027500000000000000e+04,8.254166666609025205e-01
2.030000000000000000e+04,8.249999999945878404e-01
2.032500000000000000e+04,8.245833333282516220e-01
2.035000000000000000e+04,8.241666666618951975e-01
2.037500000000000000e+04,8.237499999955200103e-01
2.040000000000000000e+04,8.233333333291268374e-01
2.042500000000000000e+04,8.229166666627170112e-01
2.045000000000000000e+04,8.224999999962915309e-01
2.047500000000000000e+04,8.220833333298512846e-01
2.050000000000000000e+04,8.216666666633971605e-01
2.052500000000000000e+04,8.212499999969301578e-01
2.055000000000000000e+04,8.208333333304510537e-01
2.057500000000000000e+04,8.204166666639604033e-01
2.060000000000000000e+04,8.199999999974588727e-01
2.062500000000000000e+04,8.195833333309475721e-01
2.065000000000000000e+04,8.191666666644263906e-01
2.067500000000000000e+04,8.187499999978965493e-01
2.070000000000000000e+04,8.183333333313583813e-01
2.072500000000000000e+04,8.179166666648123307e-01
2.075000000000000000e+04,8.174999999982588417e-01
2.077500000000000000e+04,8.170833333316984692e-01
2.080000000000000000e+04,8.166666666651316575e-01
2.082500000000000000e+04,8.162499999985587396e-01
2.085000000000000000e+04,8.158333333319800484e-01
2.087500000000000000e+04,8.154166666653961393e-01
2.090000000000000000e+04,8.149999999988070121e-01
2.092500000000000000e+04,8.145833333322132219e-01
2.095000000000000000e+04,8.141666666656148799e-01
2.097500000000000000e+04,8.137499999990125410e-01
2.100000000000000000e+04,8.133333333324062053e-01
2.102500000000000000e+04,8.129166666657960949e-01
2.105000000000000000e+04,8.124999999991825428e-01
2.107500000000000000e+04,8.120833333325658820e-01
2.110000000000000000e+04,8.116666666659460017e-01
2.112500000000000000e+04,8.112499999993234567e-01
2.115000000000000000e+04,8.108333333326980252e-01
2.117500000000000000e+04,8.104166666660701512e-01
2.120000000000000000e+04,8.099999999994398348e-01
2.122500000000000000e+04,8.095833333328075199e-01
2.125000000000000000e+04,8.091666666661729845e-01
2.127500000000000000e+04,8.087499999995363398e-01
2.130000000000000000e+04,8.083333333328981407e-01
2.132500000000000000e+04,8.079166666662579432e-01
2.135000000000000000e+04,8.074999999996163025e-01
2.137500000000000000e+04,8.070833333329731074e-01
2.140000000000000000e+04,8.066666666663282470e-01
2.142500000000000000e+04,8.062499999996823874e-01
2.145000000000000000e+04,8.058333333330349735e-01
2.147500000000000000e+04,8.054166666663865604e-01
2.150000000000000000e+04,8.049999999997370370e-01
2.152500000000000000e+04,8.045833333330864034e-01
2.155000000000000000e+04,8.041666666664348817e-01
2.157500000000000000e+04,8.037499999997823608e-01
2.160000000000000000e+04,8.033333333331290627e-01
2.162500000000000000e+04,8.029166666664747654e-01
2.165000000000000000e+04,8.024999999998198019e-01
2.167500000000000000e+04,8.020833333331641724e-01
2.170000000000000000e+04,8.016666666665078766e-01
2.172500000000000000e+04,8.012499999998509148e-01
2.175000000000000000e+04,8.008333333331932868e-01
2.177500000000000000e+04,8.004166666665351038e-01
2.180000000000000000e+04,7.999999999998765876e-01
2.182500000000000000e+04,7.995833333332174053e-01
2.185000000000000000e+04,7.991666666665578900e-01
2.187500000000000000e+04,7.987499999998978195e-01
2.190000000000000000e+04,7.983333333332374160e-01
2.192500000000000000e+04,7.979166666665766794e-01
2.195000000000000000e+04,7.974999999999153877e-01
2.197500000000000000e+04,7.970833333332538739e-01
2.200000000000000000e+04,7.966666666665920271e-01
2.202500000000000000e+04,7.962499999999299582e-01
2.205000000000000000e+04,7.958333333332676673e-01
2.207500000000000000e+04,7.954166666666049323e-01
2.210000000000000000e+04,7.949999999999420863e-01
2.212500000000000000e+04,7.945833333332790183e-01
2.215000000000000000e+04,7.941666666666155061e-01
2.217500000000000000e+04,7.937499999999519940e-01
2.220000000000000000e+04,7.933333333332882598e-01
2.222500000000000000e+04,7.929166666666244145e-01
2.225000000000000000e+04,7.924999999999603473e-01
2.227500000000000000e+04,7.920833333332960580e-01
2.230000000000000000e+04,7.916666666666316576e-01
2.232500000000000000e+04,7.912499999999671463e-01
2.235000000000000000e+04,7.908333333333025239e-01
2.237500000000000000e+04,7.904166666666376795e-01
2.240000000000000000e+04,7.899999999999728351e-01
2.242500000000000000e+04,7.895833333333076576e-01
2.245000000000000000e+04,7.891666666666427021e-01
2.247500000000000000e+04,7.887499999999775246e-01
2.250000000000000000e+04,7.883333333333121251e-01
2.252500000000000000e+04,7.879166666666468366e-01
2.255000000000000000e+04,7.874999999999813260e-01
2.257500000000000000e+04,7.870833333333159265e-01
2.260000000000000000e+04,7.866666666666503049e-01
2.262500000000000000e+04,7.862499999999846834e-01
2.265000000000000000e+04,7.858333333333189508e-01
2.267500000000000000e+04,7.854166666666529961e-01
2.270000000000000000e+04,7.849999999999872635e-01
2.272500000000000000e+04,7.845833333333214199e-01
2.275000000000000000e+04,7.841666666666553542e-01
2.277500000000000000e+04,7.837499999999893996e-01
2.280000000000000000e+04,7.833333333333234449e-01
2.282500000000000000e+04,7.829166666666573793e-01
2.285000000000000000e+04,7.824999999999913136e-01
2.287500000000000000e+04,7.820833333333251369e-01
2.290000000000000000e+04,7.816666666666589602e-01
2.292500000000000000e+04,7.812499999999926725e-01
2.295000000000000000e+04,7.808333333333266069e-01
2.297500000000000000e+04,7.804166666666602081e-01
2.300000000000000000e+04,7.799999999999940314e-01
2.302500000000000000e+04,7.777499999999943903e-01
2.305000000000000000e+04,7.754999999999948601e-01
2.307500000000000000e+04,7.732499999999949969e-01
2.310000000000000000e+04,7.709999999999953557e-01
2.312500000000000000e+04,7.687499999999958256e-01
2.315000000000000000e+04,7.664999999999959623e-01
2.317500000000000000e+04,7.642499999999962101e-01
2.320000000000000000e+04,7.619999999999964579e-01
2.322500000000000000e+04,7.597499999999967057e-01
2.325000000000000000e+04,7.574999999999969535e-01
2.327500000000000000e+04,7.552499999999970903e-01
2.330000000000000000e+04,7.529999999999973381e-01
2.332500000000000000e+04,7.507499999999974749e-01
2.335000000000000000e+04,7.484999999999976117e-01
2.337500000000000000e+04,7.462499999999977485e-01
2.340000000000000000e+04,7.439999999999978852e-01
2.342500000000000000e+04,7.417499999999980220e-01
2.345000000000000000e+04,7.394999999999982698e-01
2.347500000000000000e+04,7.372499999999982956e-01
2.350000000000000000e+04,7.349999999999983213e-01
2.352500000000000000e+04,7.327499999999985691e-01
2.355000000000000000e+04,7.304999999999985949e-01
2.357500000000000000e+04,7.282499999999987317e-01
2.360000000000000000e+04,7.259999999999986464e-01
2.362500000000000000e+04,7.237499999999988942e-01
2.365000000000000000e+04,7.214999999999989200e-01
2.367500000000000000e+04,7.192499999999990568e-01
2.370000000000000000e+04,7.169999999999989715e-01
2.372500000000000000e+04,7.147499999999989972e-01
2.375000000000000000e+04,7.124999999999992450e-01
2.377500000000000000e+04,7.102499999999992708e-01
2.380000000000000000e+04,7.079999999999991855e-01
2.382500000000000000e+04,7.057499999999993223e-01
2.385000000000000000e+04,7.034999999999993481e-01
2.387500000000000000e+04,7.012499999999993738e-01
2.390000000000000000e+04,6.989999999999993996e-01
2.392500000000000000e+04,6.967499999999994253e-01
2.395000000000000000e+04,6.944999999999995621e-01
2.397500000000000000e+04,6.922499999999995879e-01
2.400000000000000000e+04,6.899999999999995026e-01
2.402500000000000000e+04,6.877499999999995284e-01
2.405000000000000000e+04,6.854999999999996652e-01
2.407500000000000000e+04,6.832499999999996909e-01
2.410000000000000000e+04,6.809999999999997167e-01
2.412500000000000000e+04,6.787499999999996314e-01
2.415000000000000000e+04,6.764999999999996572e-01
2.417500000000000000e+04,6.742499999999996829e-01
2.420000000000000000e+04,6.719999999999997087e-01
2.422500000000000000e+04,6.697499999999997344e-01
2.425000000000000000e+04,6.674999999999997602e-01
2.427500000000000000e+04,6.652499999999997859e-01
2.430000000000000000e+04,6.629999999999999227e-01
2.432500000000000000e+04,6.607499999999998375e-01
2.435000000000000000e+04,6.584999999999998632e-01
2.437500000000000000e+04,6.562499999999998890e-01
2.440000000000000000e+04,6.539999999999999147e-01
2.442500000000000000e+04,6.517499999999999405e-01
2.445000000000000000e+04,6.494999999999998552e-01
2.447500000000000000e+04,6.472499999999998810e-01
2.450000000000000000e+04,6.449999999999999067e-01
2.452500000000000000e+04,6.427499999999998215e-01
2.455000000000000000e+04,6.404999999999998472e-01
2.457500000000000000e+04,6.382499999999998730e-01
2.460000000000000000e+04,6.359999999999998987e-01
2.462500000000000000e+04,6.337499999999999245e-01
2.465000000000000000e+04,6.314999999999998392e-01
2.467500000000000000e+04,6.292499999999998650e-01
2.470000000000000000e+04,6.269999999999998908e-01
2.472500000000000000e+04,6.247499999999999165e-01
2.475000000000000000e+04,6.224999999999999423e-01
2.477500000000000000e+04,6.202499999999998570e-01
2.480000000000000000e+04,6.179999999999999938e-01
2.482500000000000000e+04,6.157500000000000195e-01
2.485000000000000000e+04,6.134999999999999343e-01
2.487500000000000000e+04,6.112499999999999600e-01
2.490000000000000000e+04,6.089999999999999858e-01
2.492500000000000000e+04,6.067500000000000115e-01
2.495000000000000000e+04,6.045000000000000373e-01
2.497500000000000000e+04,6.022499999999999520e-01
2.500000000000000000e+04,5.999999999999999778e-01
2.502500000000000000e+04,5.955000000000000293e-01
2.505000000000000000e+04,5.909999999999999698e-01
2.507500000000000000e+04,5.865000000000000213e-01
2.510000000000000000e+04,5.819999999999999618e-01
2.512500000000000000e+04,5.775000000000000133e-01
2.515000000000000000e+04,5.729999999999999538e-01
2.517500000000000000e+04,5.685000000000000053e-01
2.520000000000000000e+04,5.639999999999999458e-01
2.522500000000000000e+04,5.594999999999999973e-01
2.525000000000000000e+04,5.549999999999999378e-01
2.527500000000000000e+04,5.504999999999999893e-01
2.530000000000000000e+04,5.460000000000000409e-01
2.532500000000000000e+04,5.414999999999999813e-01
2.535000000000000000e+04,5.369999999999999218e-01
2.537500000000000000e+04,5.324999999999999734e-01
2.540000000000000000e+04,5.280000000000000249e-01
2.542500000000000000e+04,5.234999999999999654e-01
2.545000000000000000e+04,5.190000000000000169e-01
2.547500000000000000e+04,5.144999999999999574e-01
2.550000000000000000e+04,5.100000000000000089e-01
2.552500000000000000e+04,5.054999999999999494e-01
2.555000000000000000e+04,5.010000000000000009e-01
2.557500000000000000e+04,4.964999999999999969e-01
2.560000000000000000e+04,4.919999999999999929e-01
2.562500000000000000e+04,4.874999999999999889e-01
2.565000000000000000e+04,4.829999999999999849e-01
2.567500000000000000e+04,4.784999999999999809e-01
2.570000000000000000e+04,4.739999999999999769e-01
2.572500000000000000e+04,4.695000000000000284e-01
2.575000000000000000e+04,4.649999999999999689e-01
2.577500000000000000e+04,4.605000000000000204e-01
2.580000000000000000e+04,4.559999999999999609e-01
2.582500000000000000e+04,4.515000000000000124e-01
2.585000000000000000e+04,4.469999999999999529e-01
2.587500000000000000e+04,4.425000000000000044e-01
2.590000000000000000e+04,4.380000000000000004e-01
2.592500000000000000e+04,4.334999999999999964e-01
2.595000000000000000e+04,4.289999999999999925e-01
2.597500000000000000e+04,4.244999999999999885e-01
2.600000000000000000e+04,4.199999999999999845e-01
2.602500000000000000e+04,4.149999999999999800e-01
2.605000000000000000e+04,4.099999999999999756e-01
2.607500000000000000e+04,4.049999999999999711e-01
2.610000000000000000e+04,3.999999999999999667e-01
2.612500000000000000e+04,3.949999999999999623e-01
2.615000000000000000e+04,3.900000000000000133e-01
2.617500000000000000e+04,3.850000000000000089e-01
2.620000000000000000e+04,3.800000000000000044e-01
2.622500000000000000e+04,3.750000000000000000e-01
2.625000000000000000e+04,3.699999999999999956e-01
2.627500000000000000e+04,3.649999999999999911e-01
2.630000000000000000e+04,3.599999999999999867e-01
2.632500000000000000e+04,3.549999999999999822e-01
2.635000000000000000e+04,3.499999999999999778e-01
2.637500000000000000e+04,3.449999999999999734e-01
2.640000000000000000e+04,3.399999999999999689e-01
2.642500000000000000e+04,3.349999999999999645e-01
2.645000000000000000e+04,3.299999999999999600e-01
2.647500000000000000e+04,3.250000000000000111e-01
2.650000000000000000e+04,3.200000000000000067e-01
2.652500000000000000e+04,3.150000000000000022e-01
2.655000000000000000e+04,3.099999999999999978e-01
2.657500000000000000e+04,3.049999999999999933e-01
2.660000000000000000e+04,2.999999999999999889e-01
2.662500000000000000e+04,2.949999999999999845e-01
2.665000000000000000e+04,2.900000000000000355e-01
2.667500000000000000e+04,2.850000000000000311e-01
2.670000000000000000e+04,2.800000000000000266e-01
2.672500000000000000e+04,2.750000000000000222e-01
2.675000000000000000e+04,2.700000000000000178e-01
2.677500000000000000e+04,2.650000000000000133e-01
2.680000000000000000e+04,2.600000000000000089e-01
2.682500000000000000e+04,2.550000000000000044e-01
2.685000000000000000e+04,2.500000000000000000e-01
2.687500000000000000e+04,2.449999999999999956e-01
2.690000000000000000e+04,2.399999999999999911e-01
2.692500000000000000e+04,2.350000000000000144e-01
2.695000000000000000e+04,2.300000000000000100e-01
2.697500000000000000e+04,2.250000000000000056e-01
2.700000000000000000e+04,2.200000000000000011e-01
2.702500000000000000e+04,2.164999999999999980e-01
2.705000000000000000e+04,2.129999999999999949e-01
2.707500000000000000e+04,2.094999999999999918e-01
2.710000000000000000e+04,2.059999999999999887e-01
2.712500000000000000e+04,2.025000000000000133e-01
2.715000000000000000e+04,1.990000000000000102e-01
2.717500000000000000e+04,1.955000000000000071e-01
2.720000000000000000e+04,1.920000000000000040e-01
2.722500000000000000e+04,1.885000000000000009e-01
2.725000000000000000e+04,1.849999999999999978e-01
2.727500000000000000e+04,1.814999999999999947e-01
2.730000000000000000e+04,1.779999999999999916e-01
2.732500000000000000e+04,1.744999999999999885e-01
2.735000000000000000e+04,1.709999999999999853e-01
2.737500000000000000e+04,1.674999999999999822e-01
2.740000000000000000e+04,1.639999999999999791e-01
2.742500000000000000e+04,1.605000000000000038e-01
2.745000000000000000e+04,1.570000000000000007e-01
2.747500000000000000e+04,1.534999999999999976e-01
2.750000000000000000e+04,1.499999999999999944e-01
2.752500000000000000e+04,1.464999999999999913e-01
2.755000000000000000e+04,1.429999999999999882e-01
2.757500000000000000e+04,1.395000000000000129e-01
2.760000000000000000e+04,1.360000000000000098e-01
2.762500000000000000e+04,1.325000000000000067e-01
2.765000000000000000e+04,1.290000000000000036e-01
2.767500000000000000e+04,1.255000000000000004e-01
2.770000000000000000e+04,1.219999999999999973e-01
2.772500000000000000e+04,1.184999999999999942e-01
2.775000000000000000e+04,1.149999999999999911e-01
2.777500000000000000e+04,1.114999999999999880e-01
2.780000000000000000e+04,1.079999999999999849e-01
2.782500000000000000e+04,1.044999999999999957e-01
2.785000000000000000e+04,1.009999999999999926e-01
2.787500000000000000e+04,9.749999999999998945e-02
2.790000000000000000e+04,9.400000000000000022e-02
2.792500000000000000e+04,9.049999999999999711e-02
2.795000000000000000e+04,8.699999999999999400e-02
2.797500000000000000e+04,8.349999999999999090e-02
2.800000000000000000e+04,8.000000000000000167e-02
2.802500000000000000e+04,7.925000000000000100e-02
2.805000000000000000e+04,7.850000000000000033e-02
2.807500000000000000e+04,7.774999999999999967e-02
2.810000000000000000e+04,7.699999999999999900e-02
2.812500000000000000e+04,7.624999999999999833e-02
2.815000000000000000e+04,7.549999999999999767e-02
2.817500000000000000e+04,7.474999999999999700e-02
2.820000000000000000e+04,7.399999999999999634e-02
2.822500000000000000e+04,7.325000000000000955e-02
2.825000000000000000e+04,7.250000000000000888e-02
2.827500000000000000e+04,7.175000000000000822e-02
2.830000000000000000e+04,7.100000000000000755e-02
2.832500000000000000e+04,7.025000000000000688e-02
2.835000000000000000e+04,6.950000000000000622e-02
2.837500000000000000e+04,6.875000000000000555e-02
2.840000000000000000e+04,6.800000000000000488e-02
2.842500000000000000e+04,6.725000000000000422e-02
2.845000000000000000e+04,6.650000000000000355e-02
2.847500000000000000e+04,6.575000000000000289e-02
2.850000000000000000e+04,6.500000000000000222e-02
2.852500000000000000e+04,6.425000000000000155e-02
2.855000000000000000e+04,6.350000000000000089e-02
2.857500000000000000e+04,6.275000000000000022e-02
2.860000000000000000e+04,6.199999999999999956e-02
2.862500000000000000e+04,6.124999999999999889e-02
2.865000000000000000e+04,6.049999999999999822e-02
2.867500000000000000e+04,5.975000000000000450e-02
2.870000000000000000e+04,5.900000000000000383e-02
2.872500000000000000e+04,5.825000000000000316e-02
2.875000000000000000e+04,5.750000000000000250e-02
2.877500000000000000e+04,5.675000000000000877e-02
2.880000000000000000e+04,5.600000000000000810e-02
2.882500000000000000e+04,5.525000000000000744e-02
2.885000000000000000e+04,5.450000000000000677e-02
2.887500000000000000e+04,5.375000000000000611e-02
2.890000000000000000e+04,5.300000000000000544e-02
2.892500000000000000e+04,5.225000000000000477e-02
2.895000000000000000e+04,5.150000000000000411e-02
2.897500000000000000e+04,5.075000000000000344e-02
2.900000000000000000e+04,5.000000000000000278e-02
2.902500000000000000e+04,4.925000000000000211e-02
2.905000000000000000e+04,4.850000000000000144e-02
2.907500000000000000e+04,4.775000000000000772e-02
2.910000000000000000e+04,4.700000000000000705e-02
2.912500000000000000e+04,4.625000000000000638e-02
2.915000000000000000e+04,4.550000000000000572e-02
2.917500000000000000e+04,4.475000000000000505e-02
2.920000000000000000e+04,4.400000000000000439e-02
2.922500000000000000e+04,4.325000000000000372e-02
2.925000000000000000e+04,4.250000000000000305e-02
2.927500000000000000e+04,4.175000000000000239e-02
2.930000000000000000e+04,4.100000000000000172e-02
2.932500000000000000e+04,4.025000000000000799e-02
2.935000000000000000e+04,3.950000000000000733e-02
2.937500000000000000e+04,3.875000000000000666e-02
2.940000000000000000e+04,3.800000000000000600e-02
2.942500000000000000e+04,3.725000000000000533e-02
2.945000000000000000e+04,3.650000000000000466e-02
2.947500000000000000e+04,3.575000000000000400e-02
2.950000000000000000e+04,3.500000000000000333e-02
2.952500000000000000e+04,3.425000000000000266e-02
2.955000000000000000e+04,3.350000000000000894e-02
2.957500000000000000e+04,3.275000000000000827e-02
2.960000000000000000e+04,3.200000000000000761e-02
2.962500000000000000e+04,3.125000000000000694e-02
2.965000000000000000e+04,3.050000000000000627e-02
2.967500000000000000e+04,2.975000000000000561e-02
2.970000000000000000e+04,2.900000000000000494e-02
2.972500000000000000e+04,2.825000000000000427e-02
2.975000000000000000e+04,2.750000000000000361e-02
2.977500000000000000e+04,2.675000000000000294e-02
2.980000000000000000e+04,2.600000000000000921e-02
2.982500000000000000e+04,2.525000000000000855e-02
2.985000000000000000e+04,2.450000000000000788e-02
2.987500000000000000e+04,2.375000000000000722e-02
2.990000000000000000e+04,2.300000000000000655e-02
2.992500000000000000e+04,2.225000000000000588e-02
2.995000000000000000e+04,2.150000000000000522e-02
2.997500000000000000e+04,2.075000000000000455e-02
3.000000000000000000e+04,2.000000000000000042e-02
3.002500000000000000e+04,0.000000000000000000e+00
