mission_week,mission_year,week_of_year,calendar_start,appendix,program,key_science_row,target,hours,weekly_wall_fraction,allocation_type,visibility_fraction
27,1,27,2030-07-02,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
27,1,27,2030-07-02,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Proxima Cen,10.0,0.05952380952380952,target-visit MILP,1.0
27,1,27,2030-07-02,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
27,1,27,2030-07-02,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
27,1,27,2030-07-02,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
27,1,27,2030-07-02,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
27,1,27,2030-07-02,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
28,1,28,2030-07-09,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
28,1,28,2030-07-09,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,ksi Boo A,11.780571683014253,0.07012245049413246,target-visit MILP,1.0
28,1,28,2030-07-09,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Ser,19.96967241010322,0.11886709767918584,target-visit MILP,1.0
28,1,28,2030-07-09,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
28,1,28,2030-07-09,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
28,1,28,2030-07-09,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
28,1,28,2030-07-09,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
29,1,29,2030-07-16,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
29,1,29,2030-07-16,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
29,1,29,2030-07-16,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
29,1,29,2030-07-16,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Ser,19.96967241010322,0.11886709767918584,target-visit MILP,1.0
29,1,29,2030-07-16,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,EZ Aqr B,10.0,0.05952380952380952,target-visit MILP,1.0
29,1,29,2030-07-16,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
29,1,29,2030-07-16,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
29,1,29,2030-07-16,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
29,1,29,2030-07-16,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
30,1,30,2030-07-23,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
30,1,30,2030-07-23,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
30,1,30,2030-07-23,X,Dwarf-nova population,Compact monitoring / ToO,OY Car,0.75,0.004464285714285714,target-visit MILP,1.0
30,1,30,2030-07-23,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
30,1,30,2030-07-23,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,ksi Boo A,11.780571683014253,0.07012245049413246,target-visit MILP,0.5714285714285714
30,1,30,2030-07-23,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Ser,19.96967241010322,0.11886709767918584,target-visit MILP,1.0
30,1,30,2030-07-23,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Ross 248,10.0,0.05952380952380952,target-visit MILP,1.0
30,1,30,2030-07-23,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
30,1,30,2030-07-23,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
30,1,30,2030-07-23,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
30,1,30,2030-07-23,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
30,1,30,2030-07-23,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
30,1,30,2030-07-23,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
31,1,31,2030-07-30,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
31,1,31,2030-07-30,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
31,1,31,2030-07-30,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
31,1,31,2030-07-30,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,36 Oph A,16.058276436541128,0.09558497878893528,target-visit MILP,1.0
31,1,31,2030-07-30,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
31,1,31,2030-07-30,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
31,1,31,2030-07-30,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
31,1,31,2030-07-30,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
32,1,32,2030-08-06,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
32,1,32,2030-08-06,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
32,1,32,2030-08-06,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Ser,19.96967241010322,0.11886709767918584,target-visit MILP,1.0
32,1,32,2030-08-06,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Ross 154,10.0,0.05952380952380952,target-visit MILP,1.0
32,1,32,2030-08-06,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
32,1,32,2030-08-06,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
32,1,32,2030-08-06,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
32,1,32,2030-08-06,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
33,1,33,2030-08-13,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
33,1,33,2030-08-13,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Ser,19.96967241010322,0.11886709767918584,target-visit MILP,0.42857142857142855
33,1,33,2030-08-13,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
33,1,33,2030-08-13,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
33,1,33,2030-08-13,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
33,1,33,2030-08-13,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
33,1,33,2030-08-13,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
34,1,34,2030-08-20,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
34,1,34,2030-08-20,X,Dwarf-nova population,Compact monitoring / ToO,HT Cas,0.75,0.004464285714285714,target-visit MILP,1.0
34,1,34,2030-08-20,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
34,1,34,2030-08-20,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
34,1,34,2030-08-20,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
34,1,34,2030-08-20,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
35,1,35,2030-08-27,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
35,1,35,2030-08-27,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,kap01 Cet,16.831312877344757,0.10018638617467117,target-visit MILP,1.0
35,1,35,2030-08-27,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
35,1,35,2030-08-27,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
35,1,35,2030-08-27,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
35,1,35,2030-08-27,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
36,1,36,2030-09-03,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
36,1,36,2030-09-03,X,Dwarf-nova population,Compact monitoring / ToO,HT Cas,0.75,0.004464285714285714,target-visit MILP,1.0
36,1,36,2030-09-03,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
36,1,36,2030-09-03,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
36,1,36,2030-09-03,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
36,1,36,2030-09-03,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
36,1,36,2030-09-03,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
36,1,36,2030-09-03,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
36,1,36,2030-09-03,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
37,1,37,2030-09-10,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
37,1,37,2030-09-10,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,1.0
37,1,37,2030-09-10,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,1.0
37,1,37,2030-09-10,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
37,1,37,2030-09-10,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
37,1,37,2030-09-10,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,61 Cyg A,4.180960088775178,0.024886667195090344,target-visit MILP,1.0
37,1,37,2030-09-10,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,kap01 Cet,16.831312877344757,0.10018638617467117,target-visit MILP,1.0
37,1,37,2030-09-10,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
37,1,37,2030-09-10,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
37,1,37,2030-09-10,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
37,1,37,2030-09-10,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
37,1,37,2030-09-10,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
38,1,38,2030-09-17,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
38,1,38,2030-09-17,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
38,1,38,2030-09-17,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
38,1,38,2030-09-17,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
38,1,38,2030-09-17,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
38,1,38,2030-09-17,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
38,1,38,2030-09-17,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
39,1,39,2030-09-24,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
39,1,39,2030-09-24,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
39,1,39,2030-09-24,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Aur,19.50590926156399,0.1161066027474047,target-visit MILP,1.0
39,1,39,2030-09-24,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
39,1,39,2030-09-24,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
39,1,39,2030-09-24,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
39,1,39,2030-09-24,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
39,1,39,2030-09-24,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
39,1,39,2030-09-24,OPS,Quarterly calibration block,Observatory maintenance / overhead,Instruments and reference fields,24.0,0.14285714285714285,maintenance,1.0
39,1,39,2030-09-24,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
40,1,40,2030-10-01,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
40,1,40,2030-10-01,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,1.0
40,1,40,2030-10-01,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
40,1,40,2030-10-01,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
40,1,40,2030-10-01,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Aur,19.50590926156399,0.1161066027474047,target-visit MILP,1.0
40,1,40,2030-10-01,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
40,1,40,2030-10-01,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
40,1,40,2030-10-01,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,BL Ceti,10.0,0.05952380952380952,target-visit MILP,1.0
40,1,40,2030-10-01,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
40,1,40,2030-10-01,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
40,1,40,2030-10-01,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
